"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"Mobile App Developer","Kotlin, MVVM, Room, Coroutines","Android Budget Tracker","Create an Android budget app using MVVM architecture Room database Coroutines and LiveData","https://github.com/android/architecture-samples","Associate Android Developer","Google","https://developers.google.com/certification/associate-android-developer"
"Mobile App Developer","Flutter, Dart, BLoC, Hive","Flutter Habit Tracker","Build a cross-platform habit tracking app with Flutter BLoC pattern Hive local storage and animations","https://github.com/felangel/bloc","Flutter and Dart Complete Guide","Udemy","https://www.udemy.com/course/learn-flutter-dart-to-build-ios-android-apps/"
"Mobile App Developer","Flutter, Dart, Riverpod, Supabase","Flutter Social App","Develop a social media app with Flutter Riverpod state management Supabase backend and real-time feeds","https://github.com/flutter/samples","Flutter Riverpod 2.0 Complete Course","Udemy","https://www.udemy.com/course/flutter-riverpod/"
"Mobile App Developer","React Native, Expo Router, Zustand","Expo Food Delivery App","Build a food delivery app with Expo Router tab navigation Zustand cart state and Stripe payments","https://github.com/expo/router","Meta React Native Specialization","Coursera / Meta","https://www.coursera.org/specializations/meta-react-native"
"Mobile App Developer","React Native, TypeScript, React Query","React Native Crypto App","Build a cryptocurrency tracker with React Native TypeScript React Query charts and biometric auth","https://github.com/mrousavy/react-native-vision-camera","React Native Advanced Concepts","Udemy","https://www.udemy.com/course/react-native-advanced/"
"Cybersecurity Analyst","Python, Scapy, Wireshark","Network Packet Analyzer","Build a packet capture and analysis tool using Python Scapy to detect ARP spoofing and port scans","https://github.com/secdev/scapy","Google Cybersecurity Certificate","Coursera","https://www.coursera.org/professional-certificates/google-cybersecurity"
"Cybersecurity Analyst","Kali Linux, Metasploit, Burp Suite","DVWA Penetration Test","Perform a structured penetration test on DVWA documenting SQLi XSS CSRF and privilege escalation","https://github.com/digininja/DVWA","Offensive Security OSCP","OffSec","https://www.offsec.com/courses/pen-200/"
"Cybersecurity Analyst","Python, Flask, OWASP Top 10","Vulnerable Web App (Security Lab)","Build an intentionally vulnerable Flask app to practice OWASP Top 10 exploits and patch them","https://github.com/OWASP/WebGoat","CompTIA Security+ Certification","CompTIA","https://www.comptia.org/certifications/security"
"Cybersecurity Analyst","ELK Stack, Filebeat, Sigma","SIEM Detection Lab","Set up an ELK Stack SIEM with Filebeat log shipping Sigma detection rules and Kibana dashboards","https://github.com/elastic/detection-rules","IBM Cybersecurity Analyst Professional","Coursera / IBM","https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst"
"Cybersecurity Analyst","Python, Cryptography, AES, RSA","Crypto Toolkit","Implement AES RSA SHA-256 and HMAC from scratch in Python with a CLI interface for encryption tasks","https://github.com/pyca/cryptography","Cryptography I","Coursera / Stanford","https://www.coursera.org/learn/crypto"
"Cybersecurity Analyst","Splunk, SIEM, Threat Hunting","Splunk Threat Hunting Lab","Use Splunk SPL to hunt for threats in Windows event logs with MITRE ATT&CK technique mapping","https://github.com/splunk/attack_data","Splunk Core Certified User","Splunk","https://www.splunk.com/en_us/training/certification-track/splunk-core-certified-user.html"
"Cybersecurity Analyst","Python, Yara, Malware Analysis","Malware Static Analyzer","Build a static malware analysis tool using YARA rules PE header parsing and VirusTotal API integration","https://github.com/VirusTotal/yara","Malware Analysis and Intro to Assembly","Coursera","https://www.coursera.org/learn/malware-analysis"
"Cybersecurity Analyst","Docker, Honeypot, Network","Honeypot Deployment Lab","Deploy a Cowrie SSH honeypot in Docker analyze attacker behavior and visualize attack patterns","https://github.com/cowrie/cowrie","Cybersecurity Capstone Breach Response","Coursera / IBM","https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies"
"AI Engineer","Python, LangChain, OpenAI, Pinecone","RAG Knowledge Base Chat","Build a RAG chatbot using LangChain OpenAI embeddings Pinecone vector store for document Q&A","https://github.com/langchain-ai/langchain","LangChain for LLM Application Development","DeepLearning.AI","https://learn.deeplearning.ai/langchain"
"AI Engineer","Python, LlamaIndex, Weaviate","LlamaIndex Multi-Doc RAG","Implement advanced RAG with LlamaIndex using query routing sub-question decomposition and Weaviate","https://github.com/run-llama/llama_index","Building RAG Agents with LLMs","NVIDIA","https://learn.nvidia.com/courses/course-detail?course_id=course-v1:DLI+S-FX-15+V1"
"AI Engineer","Python, AutoGen, CrewAI","Multi-Agent AI System","Build a multi-agent AI workflow with AutoGen and CrewAI where agents collaborate to research and report","https://github.com/microsoft/autogen","AI Agents in LangGraph","DeepLearning.AI","https://learn.deeplearning.ai/courses/ai-agents-in-langgraph"
"AI Engineer","Python, OpenAI, Function Calling","AI Function Calling App","Build a natural language interface using OpenAI function calling to query databases and APIs","https://github.com/openai/openai-python","ChatGPT Prompt Engineering for Developers","DeepLearning.AI","https://learn.deeplearning.ai/chatgpt-prompt-eng"
"AI Engineer","Python, Llama 3, Ollama, FastAPI","Local LLM API Server","Deploy Llama 3 locally using Ollama expose it via FastAPI and add streaming response support","https://github.com/ollama/ollama","Generative AI with LLMs","Coursera / DeepLearning.AI","https://www.coursera.org/learn/generative-ai-with-llms"
"AI Engineer","Python, Anthropic Claude, Tool Use","Claude Tool Use Agent","Build an AI agent using Anthropic Claude API with tool use for web search code execution and math","https://github.com/anthropics/anthropic-sdk-python","Building with Claude","Anthropic","https://www.anthropic.com/api"
"AI Engineer","Python, Vertex AI, Gemini","Gemini Multimodal App","Build a multimodal AI app with Google Gemini Pro Vision to analyze images and generate structured output","https://github.com/GoogleCloudPlatform/generative-ai","Machine Learning on Google Cloud","Coursera","https://www.coursera.org/specializations/machine-learning-tensorflow-gcp"
"AI Engineer","Python, Guardrails, Pydantic","LLM Output Validation","Implement structured output validation for LLMs using Guardrails AI Instructor and Pydantic models","https://github.com/guardrails-ai/guardrails","Evaluating LLMs","DeepLearning.AI","https://learn.deeplearning.ai/evaluating-debugging-generative-ai"
"Database Engineer","PostgreSQL, Indexing, Partitioning","PostgreSQL Performance Lab","Optimize a slow PostgreSQL database with indexing strategies table partitioning and query plan analysis","https://github.com/postgres/postgres","IBM Databases and SQL for Data Science","Coursera / IBM","https://www.coursera.org/learn/sql-data-science"
"Database Engineer","MySQL, Replication, Performance Schema","MySQL HA Cluster Setup","Configure MySQL Group Replication with ProxySQL for high availability read replicas and failover","https://github.com/mysql/mysql-server","MySQL DBA Certification","Oracle","https://education.oracle.com/mysql-80-database-administrator/pexam_1Z0-908"
"Database Engineer","MongoDB, Aggregation, Atlas","MongoDB Analytics Platform","Build complex MongoDB aggregation pipelines with $lookup $unwind $facet for real-time analytics","https://github.com/mongodb/mongo","MongoDB Associate Developer","MongoDB University","https://university.mongodb.com/certification/developer/about"
"Database Engineer","Redis, Pub/Sub, Caching","Redis Caching Architecture","Implement Redis as a caching layer with pub/sub messaging session store and leaderboard using sorted sets","https://github.com/redis/redis","Redis Certified Developer","Redis University","https://university.redis.com/certification/"
"Database Engineer","Cassandra, CQL, Time Series","Cassandra IoT Data Store","Design a wide-column Cassandra schema for IoT time-series data with efficient partition key strategies","https://github.com/apache/cassandra","DataStax Apache Cassandra Developer","DataStax","https://www.datastax.com/dev/certifications"
"Database Engineer","Neo4j, Cypher, Graph Modeling","Neo4j Fraud Detection Graph","Build a graph database model in Neo4j using Cypher to detect fraud rings and relationship patterns","https://github.com/neo4j/neo4j","Neo4j Certified Professional","Neo4j","https://graphacademy.neo4j.com/certifications/neo4j-certification/"
"Database Engineer","Elasticsearch, Kibana, Logstash","ELK Search Engine","Build a full-text search engine with Elasticsearch using custom analyzers mappings and aggregations","https://github.com/elastic/elasticsearch","Elastic Certified Engineer","Elastic","https://www.elastic.co/training/certification"
"Database Engineer","ClickHouse, SQL, OLAP","ClickHouse Analytics DB","Set up ClickHouse OLAP database with columnar storage materialized views and real-time ingestion","https://github.com/ClickHouse/ClickHouse","ClickHouse Developer Fundamentals","ClickHouse","https://clickhouse.com/learn"
"Database Engineer","Snowflake, SQL, Data Sharing","Snowflake Data Marketplace","Build a Snowflake data platform with virtual warehouses data sharing dynamic data masking and Zero-Copy Cloning","https://github.com/Snowflake-Labs/sfguides","SnowPro Core Certification","Snowflake","https://www.snowflake.com/certifications/"
"Database Engineer","DynamoDB, AWS, NoSQL Design","DynamoDB Single-Table Design","Design and implement a DynamoDB single-table design for a social media app with GSI and LSI patterns","https://github.com/aws-samples/aws-dynamodb-examples","AWS Database Specialty","AWS","https://aws.amazon.com/certification/certified-database-specialty/"
"MLOps Engineer","Python, MLflow, FastAPI, Docker","ML Model Registry & Serving","Build an MLflow model registry with experiment tracking and serve models via FastAPI Docker container","https://github.com/mlflow/mlflow","Machine Learning Engineering for Production","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops"
"MLOps Engineer","Python, Kubeflow, Kubernetes","Kubeflow ML Pipeline","Build and orchestrate end-to-end ML training pipelines using Kubeflow Pipelines on Kubernetes","https://github.com/kubeflow/kubeflow","MLOps Fundamentals","Google Cloud / Coursera","https://www.coursera.org/learn/mlops-fundamentals"
"MLOps Engineer","Python, ZenML, AWS SageMaker","ZenML SageMaker Pipeline","Create portable ML pipelines with ZenML that deploy to AWS SageMaker with feature store integration","https://github.com/zenml-io/zenml","Practical Data Science on AWS","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/practical-data-science"
"MLOps Engineer","Python, DVC, Git, S3","Data Version Control Pipeline","Use DVC to version datasets ML models and pipelines with S3 remote and experiment comparison","https://github.com/iterative/dvc","MLOps Specialization","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops"
"MLOps Engineer","Python, Evidently, Grafana","ML Model Monitoring System","Build model monitoring with Evidently AI for data drift concept drift and performance degradation alerts","https://github.com/evidentlyai/evidently","Deploying ML Models in Production","Coursera","https://www.coursera.org/learn/deploying-machine-learning-models-in-production"
"MLOps Engineer","Python, BentoML, Triton","High-Performance Model Serving","Deploy transformer models using BentoML and NVIDIA Triton Inference Server for GPU-optimized serving","https://github.com/bentoml/BentoML","TensorFlow: Advanced Techniques","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/tensorflow-advanced-techniques"
"Blockchain Developer","Solidity, Hardhat, OpenZeppelin","DeFi Yield Farming Contract","Build a DeFi yield farming smart contract with ERC-20 staking reward calculation and governance token","https://github.com/OpenZeppelin/openzeppelin-contracts","Blockchain Specialization","Coursera / SUNY Buffalo","https://www.coursera.org/specializations/blockchain"
"Blockchain Developer","Solidity, Foundry, Chainlink","Chainlink VRF NFT Mint","Develop a provably random NFT minting contract using Chainlink VRF and Foundry for testing","https://github.com/smartcontractkit/chainlink","Ethereum Developer Bootcamp","Alchemy University","https://university.alchemy.com/overview/ethereum"
"Blockchain Developer","Rust, Solana, Anchor","Solana Token Program","Write a Solana SPL token program using Anchor framework with mint transfer and burn instructions","https://github.com/coral-xyz/anchor","Solana Development Course","Solana Foundation","https://www.soldev.app/course"
"Blockchain Developer","Web3.js, React, MetaMask","dApp Frontend Integration","Build a React dApp that connects to MetaMask reads blockchain data and interacts with smart contracts","https://github.com/ChainSafe/web3.js","Decentralized Finance (DeFi) Primitives","Coursera","https://www.coursera.org/learn/decentralized-finance-primitives"
"Site Reliability Engineer","Python, Prometheus, PagerDuty","SLO Alerting Framework","Define SLIs SLOs and error budgets and wire Prometheus alerts to PagerDuty with runbooks","https://github.com/google/slo-generator","Site Reliability Engineering","Google SRE","https://www.coursera.org/learn/site-reliability-engineering-slos"
"Site Reliability Engineer","Kubernetes, Chaos Mesh, Litmus","Chaos Engineering on Kubernetes","Run chaos experiments on Kubernetes using Chaos Mesh and Litmus to test resilience of microservices","https://github.com/chaos-mesh/chaos-mesh","Cloud DevOps Nanodegree","Udacity","https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991"
"Site Reliability Engineer","Go, Custom Exporter, Prometheus","Custom Prometheus Exporter","Write a custom Prometheus exporter in Go to expose application-specific metrics for Grafana dashboards","https://github.com/prometheus/client_golang","Linux Foundation SysAdmin LFCS","Linux Foundation","https://training.linuxfoundation.org/certification/linux-foundation-certified-sysadmin-lfcs/"
"Computer Vision Engineer","Python, OpenCV, MediaPipe","Real-Time Pose Estimation","Build a real-time human pose estimation system using MediaPipe and OpenCV for workout rep counting","https://github.com/google/mediapipe","Computer Vision Basics","Coursera","https://www.coursera.org/learn/computer-vision-basics"
"Computer Vision Engineer","Python, YOLOv8, Ultralytics","Custom Object Detector","Train a custom YOLOv8 object detection model on a labeled dataset with data augmentation and export to ONNX","https://github.com/ultralytics/ultralytics","Computer Vision Specialization","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/firstprinciplesofcomputervision"
"Computer Vision Engineer","Python, SAM, GroundingDINO","Zero-Shot Image Segmentation","Use Segment Anything Model (SAM) with GroundingDINO for zero-shot image segmentation and annotation","https://github.com/facebookresearch/segment-anything","Deep Learning Specialization","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/deep-learning"
"Computer Vision Engineer","Python, OCR, PaddleOCR","Document OCR Pipeline","Build a document digitization pipeline using PaddleOCR with preprocessing layout analysis and text extraction","https://github.com/PaddlePaddle/PaddleOCR","AI for Everyone","DeepLearning.AI","https://www.coursera.org/learn/ai-for-everyone"
"NLP Engineer","Python, spaCy, Custom NER","Custom Named Entity Recognizer","Train a domain-specific NER model with spaCy using custom labels annotated data and evaluation pipeline","https://github.com/explosion/spaCy","Advanced NLP with spaCy","spaCy Course","https://course.spacy.io/en/"
"NLP Engineer","Python, Transformers, T5","Text Summarization System","Fine-tune Google T5 for abstractive summarization on CNN/DailyMail dataset with ROUGE evaluation","https://github.com/huggingface/transformers","Natural Language Processing Specialization","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/natural-language-processing"
"NLP Engineer","Python, BERT, Sentence Transformers","Semantic Search Engine","Build a semantic search system using Sentence Transformers FAISS index and cosine similarity ranking","https://github.com/UKPLab/sentence-transformers","NLP with Hugging Face Transformers","Hugging Face","https://huggingface.co/learn/nlp-course/"
"NLP Engineer","Python, LangChain, MultiLanguage","Multilingual Translation Bot","Build a multilingual chatbot with automatic language detection and translation using mBART and LangChain","https://github.com/facebookresearch/fairseq","Natural Language Processing in TensorFlow","Coursera","https://www.coursera.org/learn/natural-language-processing-tensorflow"
"Game Developer","Unity, C#, Addressables","Unity 3D RPG Game","Build a 3D RPG with Unity using scriptable objects Addressables asset loading inventory and quest system","https://github.com/Unity-Technologies/com.unity.addressables","Unity Game Development Specialization","Coursera / Michigan State","https://www.coursera.org/specializations/game-design-and-development"
"Game Developer","Godot 4, GDScript, Multiplayer","Godot 4 Multiplayer Shooter","Build a real-time multiplayer top-down shooter in Godot 4 using MultiplayerAPI and ENet networking","https://github.com/godotengine/godot-demo-projects","Godot 4 Game Development","Udemy","https://www.udemy.com/course/godot-game-development-mini-degree/"
"Game Developer","Unreal Engine 5, Blueprints, C++","UE5 Stealth Game Prototype","Build a stealth game prototype in Unreal Engine 5 with AI perception enhanced input and lumen lighting","https://github.com/EpicGames/UnrealEngine","Unreal Engine 5 Developer Course","Udemy","https://www.udemy.com/course/unrealcourse/"
"Embedded Systems Engineer","C, STM32, FreeRTOS","FreeRTOS Smart Thermostat","Build a STM32-based smart thermostat with FreeRTOS multitasking UART LCD and PID temperature control","https://github.com/FreeRTOS/FreeRTOS","Embedded Systems – Shape the World","edX / UT Austin","https://www.edx.org/course/embedded-systems-shape-the-world-microcontroller-i"
"Embedded Systems Engineer","Python, Raspberry Pi, MQTT","Pi Home Automation Hub","Create a Raspberry Pi home automation hub with MQTT broker Node-RED dashboard and sensor integration","https://github.com/node-red/node-red","An Introduction to Programming the IoT","Coursera / UCI","https://www.coursera.org/specializations/iot"
"Embedded Systems Engineer","MicroPython, ESP32, BLE","ESP32 BLE Fitness Tracker","Build a BLE-enabled fitness tracker on ESP32 with MicroPython accelerometer OLED and heart rate sensor","https://github.com/micropython/micropython","Embedded Software and Hardware Architecture","Coursera","https://www.coursera.org/learn/embedded-software-hardware"
"QA Engineer","Python, Pytest, Selenium 4","Selenium 4 Test Framework","Build a page-object-model test framework with Selenium 4 pytest fixtures parallel execution and Allure reports","https://github.com/SeleniumHQ/selenium","ISTQB Foundation Level Certification","ISTQB","https://www.istqb.org/certification-path/foundation-level/"
"QA Engineer","JavaScript, Playwright, CI","Playwright Cross-Browser Tests","Write cross-browser E2E tests using Playwright with page fixtures screenshot comparison and GitHub Actions","https://github.com/microsoft/playwright","Playwright: Web Automation Testing","Udemy","https://www.udemy.com/course/playwright-tutorials-automation-testing/"
"QA Engineer","Java, RestAssured, TestNG","REST API Test Suite","Build a comprehensive REST API test suite using RestAssured TestNG and Maven with JSON schema validation","https://github.com/rest-assured/rest-assured","Agile Testing","Coursera","https://www.coursera.org/learn/agile-testing"
"QA Engineer","k6, JMeter, Grafana","Performance Load Testing","Design and run load tests with k6 and JMeter against a web API monitoring metrics in Grafana","https://github.com/grafana/k6","Performance Testing with JMeter","Udemy","https://www.udemy.com/course/master-jmeter-from-beginner-to-expert/"
"AR/VR Developer","Unity, AR Foundation, XR Interaction","AR Product Visualizer","Build an AR shopping app using Unity AR Foundation XR Interaction Toolkit to place 3D products in real space","https://github.com/Unity-Technologies/arfoundation-samples","AR/VR Development with Unity","Coursera","https://www.coursera.org/learn/arvr-course"
"AR/VR Developer","Unreal Engine, VR Template, Blueprint","VR Architecture Walkthrough","Create an interactive VR architectural visualization with Unreal Engine 5 VR Template and hand interaction","https://github.com/EpicGames/UnrealEngine","Extended Reality (XR) for Everybody","Coursera / UMich","https://www.coursera.org/specializations/extended-reality-for-everybody"
"AR/VR Developer","WebXR, Three.js, A-Frame","WebXR Immersive Experience","Build a browser-based immersive XR experience using WebXR API Three.js and A-Frame with hand tracking","https://github.com/aframevr/aframe","WebXR: Basics of AR on the Web","Google Developers","https://developers.google.com/ar/develop/webxr"
"Platform Engineer","Backstage, Terraform, Kubernetes","Internal Developer Platform","Build a self-service IDP using Backstage with Terraform templates Kubernetes plugins and GitHub integration","https://github.com/backstage/backstage","Platform Engineering Fundamentals","Linux Foundation","https://training.linuxfoundation.org/training/introduction-to-devsecops-for-managers-lfs180/"
"Platform Engineer","Crossplane, Kubernetes, AWS","Crossplane Cloud Control Plane","Use Crossplane to provision AWS resources directly from Kubernetes manifests with composition XRDs","https://github.com/crossplane/crossplane","Kubernetes and Cloud Native Associate","CNCF","https://www.cncf.io/certification/kcna/"
"Security Engineer","Python, Bandit, SAST","Automated Code Security Scanner","Build a CI-integrated SAST pipeline using Bandit Semgrep and CodeQL to detect security vulnerabilities","https://github.com/PyCQA/bandit","Application Security and Pentesting","Coursera","https://www.coursera.org/learn/identifying-security-vulnerabilities"
"Security Engineer","Vault, PKI, mTLS","Secrets Management with Vault","Set up HashiCorp Vault for dynamic secrets PKI certificate authority and mTLS between microservices","https://github.com/hashicorp/vault","HashiCorp Vault Associate","HashiCorp","https://www.hashicorp.com/certification/vault-associate"
"Security Engineer","Open Policy Agent, Rego, Kubernetes","Policy as Code with OPA","Implement policy as code using Open Policy Agent and Rego to enforce Kubernetes admission control rules","https://github.com/open-policy-agent/opa","Certified Kubernetes Security Specialist","CNCF / Linux Foundation","https://www.cncf.io/certification/cks/"
"Data Visualization Engineer","D3.js, SVG, JavaScript","D3 Interactive Network Graph","Build an interactive force-directed network graph with D3.js SVG zoom drag and dynamic filtering","https://github.com/d3/d3","Data Visualization with D3.js","Udemy","https://www.udemy.com/course/d3js/"
"Data Visualization Engineer","Python, Streamlit, Plotly","Streamlit ML Dashboard","Create an interactive ML model explorer with Streamlit Plotly feature importance and SHAP visualizations","https://github.com/streamlit/streamlit","Data Visualization with Python","IBM / Coursera","https://www.coursera.org/learn/python-for-data-visualization"
"Data Visualization Engineer","Observable, Vega-Lite, JavaScript","Observable Data Story","Build a scrollytelling data narrative using Observable notebooks Vega-Lite and animated transitions","https://github.com/observablehq/plot","Communicating Data Science Results","Coursera / UW","https://www.coursera.org/learn/data-results"
"Solutions Architect","AWS, Well-Architected, CloudFormation","AWS Well-Architected Review","Implement a Well-Architected review using AWS Trusted Advisor Config and CloudFormation Guard for compliance","https://github.com/aws-samples/aws-well-architected-labs","AWS Solutions Architect Professional SAP-C02","AWS","https://aws.amazon.com/certification/certified-solutions-architect-professional/"
"Solutions Architect","GCP, Anthos, Terraform","GCP Hybrid Cloud Architecture","Design a hybrid cloud solution with GCP Anthos Config Management and Terraform for multi-cluster management","https://github.com/GoogleCloudPlatform/anthos-samples","Google Cloud Professional Cloud Architect","Google Cloud","https://cloud.google.com/certification/cloud-architect"
"Frontend Developer","Micro-Frontends, Webpack Module Federation, React","Micro-Frontend Shell App","Architect a micro-frontend system using Webpack 5 Module Federation where independent React apps share state and routing","https://github.com/module-federation/module-federation-examples","Webpack 5 Module Federation","Udemy","https://www.udemy.com/course/webpack-from-beginner-to-advanced/"
"Frontend Developer","WebAssembly, Rust, JavaScript","WebAssembly Image Filter App","Compile Rust code to WebAssembly and call it from JavaScript to apply real-time image filters in the browser","https://github.com/rustwasm/wasm-pack","Rust and WebAssembly","Rust WASM WG","https://rustwasm.github.io/docs/book/"
"Frontend Developer","React, Vitest, React Testing Library","Test-Driven React Components","Build a UI component library using strict TDD with Vitest React Testing Library snapshot and accessibility tests","https://github.com/vitest-dev/vitest","Testing JavaScript Applications","TestingJavaScript.com","https://testingjavascript.com/"
"Frontend Developer","CSS, Container Queries, Houdini","Advanced CSS Features Lab","Explore CSS Container Queries CSS Houdini Paint API custom properties and @layer cascade layers","https://github.com/una/conic-gradient","CSS – The Complete Guide 2024","Udemy","https://www.udemy.com/course/css-the-complete-guide-incl-flexbox-grid-sass/"
"Frontend Developer","React, Framer Motion, GSAP","Animated Landing Page","Build a highly animated marketing landing page using Framer Motion scroll-triggered animations and GSAP timelines","https://github.com/framer/motion","Creative JavaScript Course","Udemy","https://www.udemy.com/course/the-creative-javascript-course/"
"Frontend Developer","Qwik, Resumability, TypeScript","Qwik E-Commerce Storefront","Build an ultra-fast e-commerce storefront using Qwik resumability architecture for instant interactivity","https://github.com/BuilderIO/qwik","JavaScript Performance","Frontend Masters","https://frontendmasters.com/courses/web-performance/"
"Frontend Developer","SolidJS, Signals, TypeScript","SolidJS Reactive Dashboard","Build a real-time analytics dashboard with SolidJS fine-grained reactivity Signals and Suspense","https://github.com/solidjs/solid","SolidJS Tutorial","SolidJS Docs","https://www.solidjs.com/tutorial/introduction_basics"
"Frontend Developer","Electron, React, Node.js","Cross-Platform Desktop App","Build a cross-platform desktop application with Electron React IPC communication and native OS menus","https://github.com/electron/electron","Electron Desktop Apps with Web Technologies","Udemy","https://www.udemy.com/course/electron-from-scratch/"
"Frontend Developer","WebSockets, Canvas, JavaScript","Real-Time Multiplayer Canvas Game","Build a real-time multiplayer drawing game with WebSockets HTML5 Canvas and collision detection","https://github.com/nicolo-ribaudo/canvas-game","HTML5 Game Development","Udemy","https://www.udemy.com/course/html5-game-development/"
"Frontend Developer","React, TanStack Query, Zustand","GitHub Profile Explorer","Build a GitHub profile explorer with React TanStack Query v5 for async state and Zustand for global UI state","https://github.com/TanStack/query","TanStack Query Official Docs","TanStack","https://tanstack.com/query/latest/docs/framework/react/overview"
"Backend Developer","Node.js, Hono, Cloudflare Workers","Edge API with Hono on Cloudflare","Deploy a blazing-fast REST API to Cloudflare Workers using Hono framework D1 database and R2 storage","https://github.com/honojs/hono","Cloudflare Workers Fundamentals","Cloudflare","https://developers.cloudflare.com/workers/learning/"
"Backend Developer","Python, Litestar, SQLModel","Litestar Modern REST API","Build a production API with Litestar dependency injection SQLModel and OpenAPI auto-documentation","https://github.com/litestar-org/litestar","FastAPI Full Course","Udemy","https://www.udemy.com/course/fastapi-the-complete-course/"
"Backend Developer","Java, Quarkus, Panache","Quarkus Cloud-Native Microservice","Build a supersonic Quarkus microservice with Panache ORM reactive routes and native compilation","https://github.com/quarkusio/quarkus","Java Web Services and RESTful API","Coursera","https://www.coursera.org/learn/java-ee-fundamentals"
"Backend Developer","TypeScript, Bun, ElysiaJS","Bun ElysiaJS High-Perf API","Build a high-throughput REST API using Bun runtime and ElysiaJS with end-to-end type safety","https://github.com/oven-sh/bun","TypeScript Full Course","Udemy","https://www.udemy.com/course/understanding-typescript/"
"Backend Developer","Python, Strawberry, GraphQL","Strawberry GraphQL API","Build a type-safe GraphQL API using Python Strawberry with dataloaders subscriptions and Django integration","https://github.com/strawberry-graphql/strawberry","GraphQL by Example","Udemy","https://www.udemy.com/course/graphql-by-example/"
"Backend Developer","Deno, Fresh, TypeScript","Deno Fresh REST Service","Build a server-rendered REST service using Deno 2 Fresh framework and Deno KV database","https://github.com/denoland/fresh","Deno: The Complete Guide","Udemy","https://www.udemy.com/course/deno-the-complete-guide-zero-to-mastery/"
"Backend Developer","Python, Django Channels, WebSockets","Django Channels Chat Server","Build a real-time WebSocket chat server using Django Channels Redis channel layer and async consumers","https://github.com/django/channels","Django Advanced Topics","Udemy","https://www.udemy.com/course/django-advanced/"
"Backend Developer","Go, Chi Router, sqlc","Go sqlc Type-Safe API","Generate type-safe Go database code from SQL using sqlc with Chi router and PostgreSQL pgx driver","https://github.com/sqlc-dev/sqlc","Go Programming Complete Guide","Udemy","https://www.udemy.com/course/go-the-complete-developers-guide/"
"Backend Developer","Rust, Axum, SeaORM","Axum SeaORM Production API","Build a production REST API using Axum web framework SeaORM async ORM and PostgreSQL with Tower middleware","https://github.com/tokio-rs/axum","Rust Complete Developer's Guide","Zero to Mastery","https://zerotomastery.io/courses/learn-rust/"
"Backend Developer","Event Sourcing, CQRS, EventStoreDB","Event Sourcing CQRS System","Implement event sourcing and CQRS patterns using EventStoreDB with projections and read models","https://github.com/EventStore/EventStore","Software Architecture for Developers","Coursera","https://www.coursera.org/specializations/software-design-architecture"
"Backend Developer","Python, RabbitMQ, Celery","Distributed Task Queue System","Build a distributed task processing system with RabbitMQ Celery workers and Flower monitoring","https://github.com/celery/celery","Distributed Systems","MIT OpenCourseWare","https://ocw.mit.edu/courses/6-824-distributed-systems-spring-2020/"
"Full Stack Developer","Hono, Cloudflare Pages, D1, React","Full-Stack Edge App on Cloudflare","Build a full-stack app entirely on Cloudflare Pages Workers D1 SQLite and R2 object storage","https://github.com/honojs/hono","Cloudflare Developer Learning Path","Cloudflare","https://developers.cloudflare.com/learning-paths/"
"Full Stack Developer","Astro, Drizzle ORM, Turso, TailwindCSS","Astro Full-Stack Blog","Build a full-stack Astro blog with Drizzle ORM Turso edge database server-side actions and TailwindCSS","https://github.com/drizzle-team/drizzle-orm","Astro Web Framework Tutorial","Astro Docs","https://docs.astro.build/en/tutorial/0-introduction/"
"Full Stack Developer","Next.js, Drizzle, PlanetScale, Clerk","Next.js PlanetScale SaaS App","Build a full-stack Next.js app using Drizzle ORM PlanetScale serverless MySQL and Clerk authentication","https://github.com/drizzle-team/drizzle-orm","Next.js 14 and React – The Complete Guide","Udemy","https://www.udemy.com/course/nextjs-react-the-complete-guide/"
"Full Stack Developer","Qwik City, Prisma, PostgreSQL","QwikCity Full-Stack Application","Build a server-rendered full-stack app with QwikCity route loaders form actions and Prisma ORM","https://github.com/BuilderIO/qwik","Qwik JS Getting Started","QwikDev","https://qwik.dev/docs/getting-started/"
"Full Stack Developer","Ionic, Angular, Capacitor, Supabase","Ionic Cross-Platform Mobile App","Build a cross-platform mobile and web app using Ionic Angular Capacitor native plugins and Supabase","https://github.com/ionic-team/ionic-framework","Ionic – Build iOS Android and Web Apps","Udemy","https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/"
"Full Stack Developer","React, Convex, TypeScript","Real-Time Collaborative App with Convex","Build a real-time collaborative todo app using Convex as reactive backend with live sync and TypeScript","https://github.com/get-convex/convex-backend","Full Stack Open 2024","University of Helsinki","https://fullstackopen.com/en/"
